"Name","Density","H","He","Li","Be","B","C","N","O","F","Ne","Na","Mg","Al","Si","P","S","Cl","Ar","K","Ca","Sc","Ti","V","Cr","Mn","Fe","Co","Ni","Cu","Zn","Ga","Ge","As","Se","Br","Kr","Rb","Sr","Y","Zr","Nb","Mo","Tc","Ru","Rh","Pd","Ag","Cd","In","Sn","Sb","Te","I","Xe","Cs","Ba","La","Ce","Pr","Nd","Pm","Sm","Eu","Gd","Tb","Dy","Ho","Er","Tm","Yb","Lu","Hf","Ta","W","Re","Os","Ir","Pt","Au","Hg","Tl","Pb","Bi","Po","At","Rn","Fr","Ra","Ac","Th","Pa","U","Np","Pu"
"NIST K2618",,,,,,,,,0.320854992,,,,0.060307998,0.079383999,0.140239999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134343997,,,,,,,,,,,,,,,,,0.264869004,,,,,,,,,,,,,,,,,,,,,
"NIST K2649",,,,0.069678999,,,,,0.484439999,,,,,,0.317876995,,,,,,,,,,,,,,,,,,,,,,,,,,0.111045003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016960001,,
"NIST K2654",,,,,,,,,0.35898599,,,,,0.132306993,0.116866,,,,,,0.178672999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.213167995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2678",,,,,,,,,0.381999999,,,,0.072369002,,0.205685005,,,,,,0.085763,,0.029975001,,,,0.034972001,,,,0.096404001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092831999,,,,,,,,,,,,
"NIST K2679",,,,,,,,,0.378816992,,,,0.072369002,,0.201010004,,,,,,0.085763,,0.029975001,,,,0.034972001,,0.007858,,0.096404001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092831999,,,,,,,,,,,,
"NIST K268",,,,,0.027024999,0.013983,,,0.395038992,,,,,0.166706994,0.03506,,,,,,0.257290006,,,,,,,,,,,,,,,,,,,,0.041457001,,,,,,,,,,,,,,,,0.033137999,,,,,,,,,,,,,,,,,0.030301999,,,,,,,,,,,,,,,,,,,,,
"NIST K2730",,,,0.083613999,,0.055932999,,,0.549184024,,,,,0.037046,0.257106006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.008636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.00848,,
"NIST K2754",,,,,,,,,0.195521995,,,,,,,,,,,,,,,,,,,,,0.079885997,,,,,,,,,0.292997003,0.118115999,,,,,,,,,,,,,,,,,0.313477993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2757",,,,,,,,,0.253347009,,,,,,0.172961995,,,,,,,,,,,,,,,,0.028760999,,,,,,,,,,,,,,,,,,,,,,,,,0.350784004,0.060454998,,,,,,,0.133690998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2774",,,,0.083613999,,0.055932999,,,0.52165699,,,,,,0.252431005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.086364001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2789",,,,0.018580999,,,,,0.271616995,,,,,,0.163613006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.334194005,,,,,,,,,,0.211995006,,
"NIST K2791",,,,0.023226,,,,,0.234187007,,,,,,0.116866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.371325999,,,,,,,,,,0.254393995,,
"NIST K2933",,,,0.042213999,,,,,0.395633996,,,,,,0.257106006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.044780999,,,,,,,,0.260264993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2950",,,,,,,,,0.36233601,,,,0.090461001,,0.233732998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313470006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K2963",,,,,,0.001554,,,0.363119006,,,,0.090461001,,0.231395006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.313470006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K3 ISOTOPIC GLASS",,,,0.088260002,,0.059041001,,,0.540757,,,,,0.026461,0.243082002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.042399,,
"NIST K309",,,,,,,,,0.387165993,,,,,0.079383999,0.186985999,,,,,,0.107203998,,,,,,0.104915,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.134343997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K312",,,,,0.037114002,,,,0.407936007,,,,,0.171470001,0.064510003,,,,,,0.212264001,,,,,,,,,,,,,,,,,,,,0.051081002,,,,,,,,,,0.02678,,,,,,,,,,,,,,,,,,,,,,,0.027845001,,,,,,,,,,,,,,,,,,,,,
"NIST K3154",,,,,,,,,0.414207995,,,,0.085033998,,0.241679996,,,,,,0.100772001,,,,,,0.109600998,,,,,,0.013881,,,,,,0.016912,,,,,,,,,,,,,,,,,,0.017913001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K3156",,,,,,,,,0.426981002,,,,0.090099998,,0.255142987,,,,,,0.106775001,,,,,,0.116131,,,,,,0.001388,,,,,,0.001691,,,,,,,,,,,,,,,,,,0.001791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K3160",,,,,,,,,0.442000985,,,,0.072369002,0.063506998,0.243082002,,,,,,0.085763,,,,,,0.093277998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K3172",,,,0.004645,,0.152263001,,,0.422096997,,,,,,,,,,,,,,,,,,,,,0.144749999,,,,,,,,,,0.067561999,,,,,,,,,,,,,,,,,0.208682001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K3232",,,,,,0.205089003,,,0.490397006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.304513991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K3233",,,,,,0.205089003,,,0.50740999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.287499994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K3234",,,,,,0.205089003,,,0.55191499,,,,,,,,,,,,0.242996007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K326",,,,,,0.093222,,,0.513467014,,,0.014837,0.181526005,,0.139771998,,,,,,0.057174999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K3287",,,,,,,,,0.446671009,,,,0.120614998,,0.266454995,,,,,,0.142939001,,,,,,0.023319,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K330",,,,,0.029186999,,,,0.39556399,,,,0.048849002,0.064035997,0.132293001,,,,,0.024904,0.115065999,,,,,,,,,,,,,,,,,,,,0.059964001,,,,,,,,,,0.0638,,,,,,,,,,,,,,,,,,,,,,,0.066335998,,,,,,,,,,,,,,,,,,,,,
"NIST K360",,,,,0.032790001,,,,0.420273989,,,,0.054880001,0.096318997,0.127618,,,,,,0.130073994,,,,,,,,,,,,,,,,,,,,0.067367002,,,,,,,,,,0.071676999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K366",,,,,,,,,0.204271004,,,,,,0.134489998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.661239028,,,,,,,,,,,,
"NIST K3667",,,,,,,,,0.417493999,,,,0.060304001,0.052925002,0.224369004,,,,,,0.071469001,,,,,,0.07773,,0.031431999,,0.064277001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K3668",,,,,,,,,0.371405005,,,,0.060304001,0.052925002,0.177625,,,,,,0.071469001,,,,,,0.07773,,0.031431999,,0.064277001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092831999,,,,,,,,,,,,
"NIST K3670",,,,,,,,,0.368855,,,,0.060304001,0.047633,0.177625,,,,,,0.064322002,,0.01499,,,,0.07773,,0.031431999,,0.064277001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.092831999,,,,,,,,,,,,
"NIST K3680",,,,,,,,,0.373876989,,,,0.054273002,0.047633,0.177625,0.008728,,,,,0.064322002,,0.01499,,,,0.069957003,,0.031431999,,0.064277001,,,,,,,,,,,,,,,,,0.018619001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.074265003,,,,,,,,,,,,
"NIST K369",,,,,,,,,0.168392003,,,,,,,,,,,,,,,,,,,,,,,,0.28650099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.545107007,,,,,,,,,,,,
"NIST K371",,,,,,,,,0.31932199,,,,,,0.230834007,,,,,,,,,,,,,,,,0.030688999,,,,,,,,,,,,,,,,,,,,,,,,,,0.419155002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K3713",,,,,,0.102488004,,,0.329724997,,,,,0.015877999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.551909029,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K373",,,,,,,,,0.423397005,,,0.104304001,,,0.318484008,,,,,,,,,,,,,,,,0.049407002,,,,,,,,,,,,,,,,,,,,,,,,,,0.103803001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.000534,,
"NIST K375",,,,,,,,,0.423249006,,,0.104230002,,,0.318296999,,,,,,,,,,,,,,,,0.049407002,,,,,,,,,,,,,,,,,,,,,,,,,,0.103713997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001102,,
"NIST K376",,,,,,,,,0.421783,,,0.103785001,,,0.316567987,,,,,,,,,,,,,,,,0.049166001,,,,,,,,,,,,,,,,,,,,,,,,,,0.103355996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.005342,,
"NIST K377",,,,,,,,,0.420040011,,,0.103192002,,,0.314511001,,,,,,,,,,,,,,,,0.048845001,,,,,,,,,,,,,,,,,,,,,,,,,,0.102729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.010685,,
"NIST K378",,,,,,,,,0.416622013,,,0.10193,,,0.310490996,,,,,,,,,,,,,,,,0.048363,,,,,,,,,,,,,,,,,,,,,,,,,,0.101563998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.021029999,,
"NIST K408",,,,,,,,,0.213174,,,,,,0.140239999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.043182001,,,,,,,,,,,,,,,,,,,0.603404999,,,,,,,,,,,,
"NIST K409",,,,,,,,,0.433862001,,,0.074184999,,0.079383999,0.257106006,,,,,,,,,,,,0.155462995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K411",,,,,,,,,0.423642993,,,,0.088471003,,0.253834009,,,,,,0.110563003,,,,,,0.112089001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K412",,,,,,,,,0.427558988,,,,0.116575003,0.049059,0.211996004,,,,,,0.108990997,,,,,,0.077420004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K489",,,,0.000009,,0.000621,,,0.314943999,,,,,0.001535,0.218586996,,,,,,,,0.002758,,,,0.003217,,,,0.029885,,,,,,,,,,0.005182,,,,,,,,,,,,,,,,0.393002003,,0.007978,,,,,,,,,,,,,,,0.010319,,,,,,,,,0.011882,,,,,,,,,,,,
"NIST K490",,,,0.021693001,,0.217519,,,0.609821975,,,,,0.098860003,0.001963,,,,,,,,0.003297,,,,0.003847,,,,,,,,,,,,,,0.006293,,,,,,,,,,,,,,,,,,0.009687,,,,,,,,,,,,,,,0.01253,,,,,,,,,0.014389,,,,,,,,,,,,
"NIST K491",,,,0.000005,,0.000342,,,0.166482002,,,,,0.000847,0.000888,,,,,,,,0.001559,,,,0.001819,,,,,,0.263597995,,,,,,,,0.002961,,,,,,,,,,,,,,,,,,0.004559,,,,,,,,,,,,,,,0.005897,,,,,,,,,0.550954998,,,,,,,,,,,,
"NIST K493",,,,0.000005,,0.000435,,,0.206329003,,,,,0.001058,0.130375996,,,,,,,,0.001918,,,,0.002238,,,,,,,,,,,,,,0.003627,,,,,,,,,,,,,,,,,,0.005536,,,,,,,,,,,,,,,0.007207,,,,,,,,,0.641279995,,,,,,,,,,,,
"NIST K496",,,,,,,,,0.537953973,,,,0.054458,0.060490999,,0.347097993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K497",,,,0.000005,,0.000466,,,0.524451971,,,,0.052106,0.057792,0.001262,0.331781,,,,,,,0.002098,,,,0.002448,,,,,,,,,,,,,,0.003998,,,,,,,,,,,,,,,,,,0.006187,,,,,,,,,,,,,,,0.008026,,,,,,,,,0.00919,,,,,,,,,,,,
"NIST K5",,,,,,,,,0.185112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.663583994,,,,0.134343997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.016960001,,
"NIST K508",,,,,,0.092601001,,,0.411350995,,,,,,0.120605998,,,,,,,,,,,,,,,,,,,,,,,,0.375441998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K521",,,,0.032517001,,0.211303994,,,0.552663982,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.203514993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K523",,,,,,,,,0.207093,,,,0.000965,,0.128974006,0.002487,,,,,,,0.001918,,0.002053,,,,0.002358,,,,0.002915,,,,,,,,0.003627,,,,,,,,,,,,,,,,0.005463,,,,,,,0.006045,,,,,,,,,,,,,,,,,,,0.634132028,,,,,,,,0.000967,,0.001102,,
"NIST K610",,,,0.0005,0.0005,0.000351,,,0.449995011,0.0005,,0.100892,0.0005,0.010283,0.326968998,0.0005,0.0005,0.0005,,0.000461,0.083311997,0.0005,0.000437,0.0005,0.0005,0.000485,0.000458,0.00039,0.000459,0.000444,0.000433,0.0005,0.0005,0.0005,0.0005,,,0.000426,0.000516,0.0005,0.0005,0.0005,0.0005,,,,,0.000254,0.0005,0.0005,0.0005,0.0005,0.0005,,,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,0.0005,,,,0.000025,,0.000062,0.000426,0.0005,,,,,,,0.000457,,0.000462,,
"NIST K612",,,,0.00005,0.00005,0.000032,,,0.461943001,0.00005,,0.103577003,0.00005,0.010553,0.335649997,0.00005,0.00005,0.00005,,0.000064,0.085527003,0.00005,0.00005,0.00005,0.00005,0.00004,0.000051,0.000036,0.000039,0.000038,0.00005,0.00005,0.00005,0.00005,0.00005,,,0.000031,0.000078,0.00005,0.00005,0.00005,0.00005,,,,,0.000022,0.00005,0.00005,0.00005,0.00005,0.00005,,,0.00005,0.000041,0.000036,0.000039,0.00005,0.000036,,0.000039,0.000036,0.000039,0.00005,0.000035,0.00005,0.000039,0.00005,0.000042,0.00005,0.00005,0.00005,0.00005,0.00005,,,,0.000005,,0.000016,0.000039,0.00005,,,,,,,0.000038,,0.000037,,
"NIST K709",,,,,,0.031074001,,,0.168457001,,,,,0.015876999,0.023373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.761219025,,,,,,,,,,,,
"NIST K710",,,,,,,,,0.447079986,,,0.064540997,,,0.329562992,,0.000801,,,0.063920997,0.082904004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.009189,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K711",,,,,,,,,0.293453008,,,0.018546,,,0.215033993,,,,,0.046654001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.420713007,,,,,,,,,,,,
"NIST K717",,,,0.004645,,0.052825999,,,0.525596023,,,0.007419,,0.015876999,0.327226013,,,,,0.066412002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K873",,,,,,,,,0.254593015,,,,,0.002646,0.114528999,,,,,,,,,,,0.00316,,,,,,,0.170040995,,,,,,,,,,,,,,,,,,,,,,,,0.219429001,,0.00407,,,,,,,,,,,,,,,0.004095,,,,,,,,,0.227437004,,,,,,,,,,,,
"NIST K884",,,,,,,,,0.449999988,,,,0.020021999,0.115160003,0.223307997,,,,,,0.075543001,,,,,,0.115966998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K919",,,,,,,,,0.318587005,,,,,,0.201010004,,,,,,,,,,0.006842,0.018958,0.020982999,0.021318,0.023575,0.023964999,,,,,,,,,,,,,,,,,,,,,,,,,,,0.340339005,,0.024421999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K93",,,,,,0.039028998,,,0.538187981,,,0.029526001,0.00003,0.012066,0.377712011,,,0.0006,,0.000116,0.000071,,0.000084,,,,0.000196,,,,,,,,,,,,,,0.000311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K961",,,,,,,,,0.46983701,,,0.029673999,0.030153999,0.058215,0.299178004,0.002182,,,,0.024904,0.035735,,0.01199,,,0.00316,0.034972001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K963",,,,,,,,,0.319245011,,,,0.001387,,0.219943002,0.003578,,,,,,,0.002758,,0.003011,,,,0.003379,,0.030045999,,0.004234,,,,,,,,0.005256,,,,,,,,,,,,,,,,0.395240992,,,,,,,0.008809,,,,,,,,,,,,,,,,,,,,,,,,,,,0.001318,,0.001696,,
"NIST K968",,,,,,,,,0.166223004,,,,0.000784,,,0.002007,,,,,,,0.001559,,0.001711,,,,0.001886,,,,0.262695014,,,,,,,,0.002961,,,,,,,,,,,,,,,,0.004478,,,,,,,0.004923,,,,,,,,,,,,,,,,,,,0.549099028,,,,,,,,0.000842,,0.000933,,
"NIST K970",,,,,,,,,0.379128993,,,,,0.079383999,0.186985999,,,,,0.016603,0.107203998,,,0.011203,,,,,,,,0.007439,,0.015148,,,,,0.126837999,,,,,,,,,,0.017508,,0.015752999,,,,,0.018864,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.01794,,,,,,,,,,,
"NIST K975",,,,0.010452,,,,,0.396611005,,,,,0.089227997,0.210171998,,,,,0.018678,0.067466997,,,,,,,,,,,,,,,,,0.020574,0.100541003,,,,,,,,,0.010427,,,,,,,,,,,0.018316001,,,,,,,0.019548001,,,,,0.019758999,,,0.018426999,,,,,,,,,,,,,,,,,,,,,
"NIST K978",,,,,,,,,0.393896997,,,,0.013569,0.089227997,0.210171998,,,,,0.018678,0.067466997,,0.006714,,,,,,,,,,,,,,,0.020574,0.100541003,,,,,,,,,,,,,,,,,0.021221999,,0.019184999,,,,,,0.019432001,0.01952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NIST K979",,,,0.010452,,,,,0.405782998,,,,,0.089227997,0.210171998,,,,,0.018678,0.067466997,,0.013489,,,,,,,,,,,,,,,,0.100541003,,,0.015729001,,,,,,,,,,0.008431,,,,0.021221999,,,,,,,0.019404,,,,0.019605,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Neodymium Oxide",,,,,,,,,0.142648771,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.857351243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"NiCrAl Alloy",,,,,,,,,,,,,,0.029999999,,,,,,,,,,,0.389999986,,,,0.579999983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nickel (II) Phosphate",1.9,,,,,,,,0.349691749,,,,,,,0.16924493,,,,,,,,,,,,,0.481063306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nickel Arsenide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.439272523,,,,,0.560727477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nickel Oxide",,,,,,,,,0.214202702,,,,,,,,,,,,,,,,,,,,0.785797298,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nickel Phosphide",,,,,,,,,,,,,,,,0.345430374,,,,,,,,,,,,,0.654569626,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nickel Silicate",,,,,,,,,,,,,,,0.193064243,,,,,,,,,,,,,,0.806935728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Nickel Sulphate",,,,,,,,,0.413538724,,,,,,,,0.20719713,,,,,,,,,,,,0.379264146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Niobium Oxide",,,,,,,,,0.300956696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.699043274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"ODS Eurofer",,,,,,0.00005,0.00071,0.000276,0.0013,,,,,0.000032,0.00111,0.0004,0.000031,,,,,,0.000007,,0.089199997,0.00408,0.890972018,,0.00054,0.00015,,,,,,,,,,,,0.000005,0.000037,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0111,,,,,,,,,,,,,,,,,,,,
"Obsidian",,0.0009,,,,,,,0.486299992,0.0007,,0.030099999,0.0004,0.069399998,0.345600009,,,0.0036,,0.0418,0.0054,,0.0006,,,0.0005,0.0134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Olivine",,,,,,,,,0.438600004,,,,0.306199998,,0.192399994,,,,,,,,,,,0.0008,0.0592,,0.0023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Orthoclase",,,,,,,,,0.459865957,,,,,0.096940286,0.302719921,,,,,0.140473843,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"PM200D",,,,,,0.000003,0.00003,0.00005,0.00227,,,,,0.055500001,0.0004,0.00002,0.00003,,,,,,0.0046,,0.189400002,0.0006,0.740897,,0.0003,0.0002,,,,,,,,,,0.0053,,0.0001,0.0002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0001,,,,,,,,,,,,,,,,,,,,
"Pentlandite",,,,,,,,,,,,,,,,,0.3301,,,,,,,,,,0.307700008,0.001,0.361200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Periclase",2.946,,,,,,,,0.396964103,,,,0.603035867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pin Stub",4.5,,,,,,,,,,,,,0.949999988,,,,,,,,,,,,,,,,0.050000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Plagioclase",,,,,,,,,0.469300002,,,0.033100002,,0.154200003,0.248799995,,,,,0.0023,0.089100003,,0.0004,,,,0.0028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pollucite",,,,,,,,,0.307628572,,,,,0.086464621,0.180004716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.425902098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pottasium Iodide",,,,,,,,,,,,,,,,,,,,0.235528663,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.764471352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pyrite",,,,,,,,,,,,,,,,,0.534528017,,,,,,,,,,0.465471983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Pyrope",,,,,,,,,0.476258397,,,,0.180873349,0.13386111,0.209007144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"RFAY",,,,,,,,,0.331,,,,,,0.136600003,,,,,,,,,,,0.0166,0.515799999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rhodonite",,,,,,,,,0.366337776,,,,,,0.214357615,,,,,,,,,,,0.419304579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Rubidium Bromide",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4831779,,0.5168221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
