"ZZ","II","NN","OO","PP"
88, 12, 12, 20, 2.261e-5
88, 12, 12, 21, 0.00013435
88, 12, 12, 26, 4.353e-5
88, 12, 12, 37, 3.33e-6
88, 13, 17, 18, 2.1e-7
88, 13, 19, 20, 1.9e-7
88, 13, 19, 21, 2.12e-6
88, 13, 17, 19, 2.4e-6
88, 13, 18, 20, 6.99e-6
88, 13, 19, 26, 7.3e-7
88, 13, 19, 37, 7.0e-8
88, 13, 18, 26, 7.7e-7
88, 13, 18, 37, 6.0e-8
88, 13, 16, 21, 9.75e-6
88, 13, 15, 20, 2.559e-5
88, 13, 15, 21, 1.67e-6
88, 13, 17, 27, 2.6e-7
88, 13, 17, 28, 1.0e-8
88, 13, 14, 15, 5.0e-8
88, 13, 14, 16, 1.16e-6
88, 13, 13, 15, 0.00038972
88, 13, 13, 18, 0.00010871
88, 13, 14, 19, 3.2e-7
88, 13, 13, 19, 1.306e-5
88, 13, 14, 28, 4.0e-8
88, 13, 13, 27, 1.608e-5
88, 13, 13, 28, 1.81e-6
88, 14, 17, 18, 2.4e-7
88, 14, 19, 20, 2.2e-7
88, 14, 19, 21, 2.42e-6
88, 14, 17, 19, 2.67e-6
88, 14, 18, 20, 5.29e-6
88, 14, 19, 26, 8.3e-7
88, 14, 19, 37, 8.0e-8
88, 14, 18, 26, 5.9e-7
88, 14, 18, 37, 4.0e-8
88, 14, 16, 21, 2.443e-5
88, 14, 15, 20, 5.68e-6
88, 14, 15, 21, 3.7e-7
88, 14, 17, 27, 2.9e-7
88, 14, 17, 28, 1.0e-8
88, 14, 14, 15, 1.552e-5
88, 14, 14, 16, 0.00034439
88, 14, 14, 19, 9.52e-5
88, 14, 14, 28, 1.323e-5
88, 15, 17, 18, 3.0e-8
88, 15, 19, 20, 9.0e-8
88, 15, 19, 21, 1.02e-6
88, 15, 17, 19, 3.7e-7
88, 15, 18, 20, 4.9e-6
88, 15, 19, 26, 3.5e-7
88, 15, 19, 37, 3.0e-8
88, 15, 18, 26, 5.4e-7
88, 15, 18, 37, 4.0e-8
88, 15, 16, 21, 7.0e-8
88, 15, 15, 20, 3.19e-5
88, 15, 15, 21, 2.08e-6
88, 15, 17, 27, 4.0e-8
88, 15, 17, 28, 0.0
88, 16, 17, 18, 3.0e-8
88, 16, 19, 20, 1.6e-7
88, 16, 19, 21, 1.75e-6
88, 16, 17, 19, 3.8e-7
88, 16, 18, 20, 1.64e-6
88, 16, 19, 26, 6.0e-7
88, 16, 19, 37, 6.0e-8
88, 16, 18, 26, 1.8e-7
88, 16, 18, 37, 1.0e-8
88, 16, 16, 21, 3.08e-5
88, 16, 17, 27, 4.0e-8
88, 16, 17, 28, 0.0
88, 17, 17, 18, 1.38e-6
88, 17, 19, 20, 2.0e-7
88, 17, 19, 21, 2.29e-6
88, 17, 17, 19, 1.544e-5
88, 17, 18, 20, 2.01e-6
88, 17, 19, 26, 7.9e-7
88, 17, 19, 37, 8.0e-8
88, 17, 18, 26, 2.2e-7
88, 17, 18, 37, 2.0e-8
88, 17, 17, 27, 1.69e-6
88, 17, 17, 28, 4.0e-8
88, 18, 19, 20, 1.0e-8
88, 18, 19, 21, 1.3e-7
88, 18, 18, 20, 1.959e-5
88, 18, 19, 26, 4.0e-8
88, 18, 19, 37, 0.0
88, 18, 18, 26, 2.17e-6
88, 18, 18, 37, 1.6e-7
88, 19, 19, 20, 2.8e-7
88, 19, 19, 21, 3.2e-6
88, 19, 19, 26, 1.1e-6
88, 19, 19, 37, 1.1e-7
89, 1, 17, 18, 5.5e-7
89, 1, 19, 20, 6.7e-7
89, 1, 19, 21, 7.58e-6
89, 1, 17, 19, 6.62e-6
89, 1, 18, 20, 1.787e-5
89, 1, 19, 26, 2.83e-6
89, 1, 10, 11, 1.64e-6
89, 1, 19, 37, 3.5e-7
89, 1, 18, 26, 2.03e-6
89, 1, 18, 37, 2.3e-7
89, 1, 16, 21, 6.294e-5
89, 1, 12, 13, 3.69e-6
89, 1, 15, 20, 4.641e-5
89, 1, 15, 21, 3.01e-6
89, 1, 17, 27, 8.2e-7
89, 1, 17, 28, 2.0e-8
89, 1, 12, 14, 5.272e-5
89, 1, 14, 15, 1.286e-5
89, 1, 5, 6, 4.9e-7
89, 1, 14, 16, 0.00028668
89, 1, 10, 12, 4.3e-5
89, 1, 13, 15, 0.00021545
89, 1, 11, 13, 0.00017194
89, 1, 13, 18, 6.234e-5
89, 1, 14, 19, 8.215e-5
89, 1, 13, 19, 7.38e-6
89, 1, 7, 8, 4.56e-6
89, 1, 14, 28, 1.272e-5
89, 1, 12, 17, 6.748e-5
89, 1, 13, 27, 1.018e-5
89, 1, 13, 28, 1.14e-6
89, 1, 7, 9, 9.569e-5
89, 1, 2, 3, 2.8e-7
89, 1, 12, 20, 6.63e-6
89, 1, 12, 21, 3.944e-5
89, 1, 11, 17, 4.091e-5
89, 1, 12, 26, 1.268e-5
89, 1, 12, 37, 1.42e-6
89, 1, 11, 20, 1.132e-5
89, 1, 10, 18, 2.977e-5
89, 1, 11, 26, 7.76e-6
89, 1, 5, 7, 4.227e-5
89, 1, 10, 19, 8.18e-6
89, 1, 11, 37, 8.7e-7
89, 1, 10, 27, 5.81e-6
89, 1, 10, 28, 1.85e-6
89, 1, 6, 8, 0.00023323
89, 1, 8, 11, 0.00088564
89, 1, 9, 12, 0.00103068
89, 1, 8, 12, 8.298e-5
89, 1, 7, 10, 0.0006115
89, 1, 9, 15, 0.00151947
89, 1, 9, 16, 0.02973807
89, 1, 9, 19, 0.00024096
89, 1, 8, 15, 0.01905647
89, 1, 8, 18, 0.00021492
89, 1, 9, 28, 3.354e-5
89, 1, 8, 19, 1.958e-5
89, 1, 7, 13, 0.00029132
89, 1, 7, 14, 0.00220316
89, 1, 3, 4, 8.16e-6
89, 1, 8, 27, 3.082e-5
89, 1, 8, 28, 2.72e-6
89, 1, 6, 10, 0.00013886
89, 1, 7, 17, 0.00014633
89, 1, 7, 20, 5.724e-5
89, 1, 7, 21, 0.00044107
89, 1, 7, 26, 2.694e-5
89, 1, 5, 11, 0.00010743
89, 1, 7, 37, 3.45e-6
89, 1, 2, 4, 0.00013994
89, 1, 6, 13, 0.00070964
89, 1, 5, 12, 6.482e-5
89, 1, 6, 17, 3.472e-5
89, 1, 6, 20, 0.0001546
89, 1, 6, 26, 6.87e-6
89, 1, 6, 37, 6.8e-7
89, 1, 5, 18, 2.715e-5
89, 1, 5, 19, 1.847e-5
89, 1, 5, 27, 4.74e-6
89, 1, 5, 28, 3.1e-6
89, 1, 4, 5, 0.01062702
89, 1, 4, 6, 0.00012918
89, 1, 4, 7, 0.00011712
89, 1, 4, 8, 0.01790661
89, 1, 4, 9, 0.15739614
89, 1, 3, 5, 0.00310396
89, 1, 4, 10, 0.00261906
89, 1, 4, 11, 2.899e-5
89, 1, 4, 12, 3.131e-5
89, 1, 2, 6, 0.00105104
89, 1, 4, 13, 0.0035361
89, 1, 4, 14, 0.03225138
89, 1, 3, 7, 0.00014992
89, 1, 4, 15, 3.976e-5
89, 1, 4, 16, 0.00022019
89, 1, 4, 17, 0.00063991
89, 1, 4, 18, 6.45e-6
89, 1, 4, 19, 7.13e-6
89, 1, 3, 8, 0.11156703
89, 1, 4, 20, 0.00062248
89, 1, 4, 21, 0.0056714
89, 1, 4, 26, 0.00012716
89, 1, 4, 27, 1.1e-6
89, 1, 4, 28, 1.15e-6
89, 1, 4, 37, 1.237e-5
89, 1, 2, 7, 0.00098583
89, 1, 2, 8, 4.522e-5
89, 1, 2, 9, 6.75e-5
89, 1, 3, 10, 0.00083014
89, 1, 3, 12, 4.42e-5
89, 1, 3, 13, 0.02454784
89, 1, 2, 11, 0.00028029
89, 1, 3, 15, 0.00013812
89, 1, 3, 17, 0.00020492
89, 1, 2, 12, 0.00029632
89, 1, 3, 19, 1.028e-5
89, 1, 3, 20, 0.00441173
89, 1, 3, 26, 4.111e-5
89, 1, 3, 28, 1.59e-6
89, 1, 3, 37, 2.73e-6
89, 1, 2, 13, 7.47e-6
89, 1, 2, 14, 1.194e-5
89, 1, 2, 18, 6.483e-5
89, 1, 2, 19, 6.918e-5
89, 1, 2, 20, 1.25e-6
89, 1, 2, 21, 2.02e-6
89, 1, 2, 27, 1.149e-5
89, 1, 2, 28, 1.144e-5
89, 1, 1, 3, 0.28689805
89, 1, 1, 4, 0.46620708
89, 1, 1, 6, 0.05326461
89, 1, 1, 7, 0.10372902
89, 1, 1, 8, 0.00173589
89, 1, 1, 9, 0.00201729
89, 1, 1, 11, 0.0131559
89, 1, 1, 12, 0.0263428
89, 1, 1, 13, 0.0004968
89, 1, 1, 14, 0.0005784
89, 1, 1, 18, 0.00316098
89, 1, 1, 19, 0.00615126
89, 1, 1, 20, 9.405e-5
89, 1, 1, 21, 0.00010864
89, 1, 1, 27, 0.00053306
89, 1, 1, 28, 0.00095656
89, 2, 17, 18, 8.1e-7
89, 2, 19, 20, 9.6e-7
89, 2, 19, 21, 1.097e-5
89, 2, 17, 19, 9.7e-6
89, 2, 18, 20, 2.526e-5
89, 2, 19, 26, 4.1e-6
89, 2, 10, 11, 2.75e-6
89, 2, 19, 37, 5.0e-7
89, 2, 18, 26, 2.88e-6
89, 2, 18, 37, 3.3e-7
89, 2, 16, 21, 9.332e-5
89, 2, 12, 13, 4.84e-6
89, 2, 15, 20, 6.543e-5
89, 2, 15, 21, 4.25e-6
89, 2, 17, 27, 1.2e-6
89, 2, 17, 28, 2.0e-8
89, 2, 12, 14, 6.914e-5
89, 2, 14, 15, 1.927e-5
89, 2, 5, 6, 1.26e-6
89, 2, 14, 16, 0.00042969
89, 2, 10, 12, 7.219e-5
89, 2, 13, 15, 0.00028743
89, 2, 11, 13, 0.00020992
89, 2, 13, 18, 8.317e-5
89, 2, 14, 19, 0.00012313
89, 2, 13, 19, 9.85e-6
89, 2, 7, 8, 5.34e-6
89, 2, 14, 28, 1.907e-5
89, 2, 12, 17, 8.85e-5
89, 2, 13, 27, 1.358e-5
89, 2, 13, 28, 1.52e-6
89, 2, 7, 9, 0.00011214
89, 2, 2, 3, 1.228e-5
89, 2, 12, 20, 8.69e-6
89, 2, 12, 21, 5.173e-5
89, 2, 11, 17, 4.995e-5
89, 2, 12, 26, 1.663e-5
89, 2, 12, 37, 1.87e-6
89, 2, 11, 20, 1.382e-5
89, 2, 10, 18, 5.0e-5
89, 2, 11, 26, 9.48e-6
89, 2, 5, 7, 0.00010807
89, 2, 10, 19, 1.373e-5
89, 2, 11, 37, 1.06e-6
89, 2, 10, 27, 9.75e-6
89, 2, 10, 28, 3.1e-6
89, 2, 6, 8, 0.00019673
89, 2, 8, 11, 0.00118536
89, 2, 9, 12, 0.00166867
89, 2, 8, 12, 0.00011107
89, 2, 7, 10, 0.00071659
89, 2, 9, 15, 0.00246002
89, 2, 9, 16, 0.04814584
89, 2, 9, 19, 0.00039012
89, 2, 8, 15, 0.02550556
89, 2, 8, 18, 0.00028765
89, 2, 9, 28, 5.43e-5
89, 2, 8, 19, 2.62e-5
89, 2, 7, 13, 0.00034139
89, 2, 7, 14, 0.00258179
89, 2, 3, 4, 1.45e-6
89, 2, 8, 27, 4.126e-5
89, 2, 8, 28, 3.64e-6
89, 2, 6, 10, 0.00011712
89, 2, 7, 17, 0.00017148
89, 2, 7, 20, 6.708e-5
89, 2, 7, 21, 0.00051688
89, 2, 7, 26, 3.158e-5
89, 2, 5, 11, 0.00027466
89, 2, 7, 37, 4.04e-6
89, 2, 2, 4, 0.00608238
89, 2, 6, 13, 0.00059857
89, 2, 5, 12, 0.00016572
89, 2, 6, 17, 2.928e-5
89, 2, 6, 20, 0.0001304
89, 2, 6, 26, 5.79e-6
89, 2, 6, 37, 5.7e-7
89, 2, 5, 18, 6.941e-5
89, 2, 5, 19, 4.723e-5
89, 2, 5, 27, 1.212e-5
89, 2, 5, 28, 7.93e-6
89, 2, 4, 5, 0.01344946
89, 2, 4, 6, 0.00016349
89, 2, 4, 7, 0.00014822
89, 2, 4, 8, 0.02266245
89, 2, 4, 9, 0.19919916
89, 2, 3, 5, 0.00055325
89, 2, 4, 10, 0.00331466
89, 2, 4, 11, 3.669e-5
89, 2, 4, 12, 3.963e-5
89, 2, 2, 6, 0.04568087
89, 2, 4, 13, 0.00447526
89, 2, 4, 14, 0.04081706
89, 2, 3, 7, 2.672e-5
89, 2, 4, 15, 5.032e-5
89, 2, 4, 16, 0.00027866
89, 2, 4, 17, 0.00080987
89, 2, 4, 18, 8.17e-6
89, 2, 4, 19, 9.03e-6
89, 2, 3, 8, 0.01988572
89, 2, 4, 20, 0.0007878
89, 2, 4, 21, 0.00717767
89, 2, 4, 26, 0.00016093
89, 2, 4, 27, 1.39e-6
89, 2, 4, 28, 1.46e-6
89, 2, 4, 37, 1.565e-5
89, 2, 2, 7, 0.04284688
89, 2, 2, 8, 0.00196559
89, 2, 2, 9, 0.00293369
89, 2, 3, 10, 0.00014796
89, 2, 3, 12, 7.88e-6
89, 2, 3, 13, 0.00437541
89, 2, 2, 11, 0.01218199
89, 2, 3, 15, 2.462e-5
89, 2, 3, 17, 3.653e-5
89, 2, 2, 12, 0.01287899
89, 2, 3, 19, 1.83e-6
89, 2, 3, 20, 0.00078635
89, 2, 3, 26, 7.33e-6
89, 2, 3, 28, 2.8e-7
89, 2, 3, 37, 4.9e-7
89, 2, 2, 13, 0.00032472
89, 2, 2, 14, 0.000519
89, 2, 2, 18, 0.00281749
89, 2, 2, 19, 0.00300689
89, 2, 2, 20, 5.448e-5
89, 2, 2, 21, 8.785e-5
89, 2, 2, 27, 0.00049959
89, 2, 2, 28, 0.00049734
89, 3, 17, 18, 5.6e-7
89, 3, 19, 20, 6.6e-7
89, 3, 19, 21, 7.5e-6
89, 3, 17, 19, 6.74e-6
89, 3, 18, 20, 1.918e-5
89, 3, 19, 26, 2.8e-6
89, 3, 10, 11, 1.74e-6
89, 3, 19, 37, 3.4e-7
89, 3, 18, 26, 2.18e-6
89, 3, 18, 37, 2.5e-7
89, 3, 16, 21, 5.737e-5
89, 3, 12, 13, 3.05e-6
89, 3, 15, 20, 5.502e-5
89, 3, 15, 21, 3.57e-6
89, 3, 17, 27, 8.3e-7
89, 3, 17, 28, 2.0e-8
89, 3, 12, 14, 4.362e-5
89, 3, 14, 15, 1.063e-5
89, 3, 5, 6, 4.9e-7
89, 3, 14, 16, 0.00023697
89, 3, 10, 12, 4.578e-5
89, 3, 13, 15, 0.00029998
89, 3, 11, 13, 0.00021213
89, 3, 13, 18, 8.68e-5
89, 3, 14, 19, 6.791e-5
89, 3, 13, 19, 1.028e-5
89, 3, 7, 8, 2.35e-6
89, 3, 14, 28, 1.052e-5
89, 3, 12, 17, 5.583e-5
89, 3, 13, 27, 1.417e-5
89, 3, 13, 28, 1.59e-6
89, 3, 7, 9, 4.944e-5
89, 3, 12, 20, 5.48e-6
89, 3, 12, 21, 3.263e-5
89, 3, 11, 17, 5.048e-5
89, 3, 12, 26, 1.049e-5
89, 3, 12, 37, 1.18e-6
89, 3, 11, 20, 1.397e-5
89, 3, 10, 18, 3.17e-5
89, 3, 11, 26, 9.58e-6
89, 3, 5, 7, 4.231e-5
89, 3, 10, 19, 8.71e-6
89, 3, 11, 37, 1.07e-6
89, 3, 10, 27, 6.18e-6
89, 3, 10, 28, 1.97e-6
89, 3, 6, 8, 0.00031606
89, 3, 8, 11, 0.00155919
89, 3, 9, 12, 0.00068231
89, 3, 8, 12, 0.00014609
89, 3, 7, 10, 0.00031593
89, 3, 9, 15, 0.00100589
89, 3, 9, 16, 0.01968647
89, 3, 9, 19, 0.00015952
89, 3, 8, 15, 0.03354926
89, 3, 8, 18, 0.00037837
89, 3, 9, 28, 2.22e-5
89, 3, 8, 19, 3.446e-5
89, 3, 7, 13, 0.00015051
89, 3, 7, 14, 0.00113824
89, 3, 3, 4, 2.684e-5
89, 3, 8, 27, 5.427e-5
89, 3, 8, 28, 4.79e-6
89, 3, 6, 10, 0.00018817
89, 3, 7, 17, 7.56e-5
89, 3, 7, 20, 2.957e-5
89, 3, 7, 21, 0.00022788
89, 3, 7, 26, 1.392e-5
89, 3, 5, 11, 0.00010752
89, 3, 7, 37, 1.78e-6
89, 3, 6, 13, 0.00096165
89, 3, 5, 12, 6.488e-5
89, 3, 6, 17, 4.704e-5
89, 3, 6, 20, 0.0002095
89, 3, 6, 26, 9.31e-6
89, 3, 6, 37, 9.2e-7
89, 3, 5, 18, 2.717e-5
89, 3, 5, 19, 1.849e-5
89, 3, 5, 27, 4.75e-6
89, 3, 5, 28, 3.1e-6
89, 3, 4, 5, 0.0028771
89, 3, 4, 6, 3.497e-5
89, 3, 4, 7, 3.171e-5
89, 3, 4, 8, 0.00484794
89, 3, 4, 9, 0.04261257
89, 3, 3, 5, 0.010213
89, 3, 4, 10, 0.00070907
89, 3, 4, 11, 7.85e-6
89, 3, 4, 12, 8.48e-6
89, 3, 4, 13, 0.00095735
89, 3, 4, 14, 0.00873156
89, 3, 3, 7, 0.00049327
89, 3, 4, 15, 1.076e-5
89, 3, 4, 16, 5.961e-5
89, 3, 4, 17, 0.00017325
89, 3, 4, 18, 1.75e-6
89, 3, 4, 19, 1.93e-6
89, 3, 3, 8, 0.36709099
89, 3, 4, 20, 0.00016853
89, 3, 4, 21, 0.00153544
89, 3, 4, 26, 3.443e-5
89, 3, 4, 27, 3.0e-7
89, 3, 4, 28, 3.1e-7
89, 3, 4, 37, 3.35e-6
89, 3, 3, 10, 0.00273141
89, 3, 3, 12, 0.00014543
89, 3, 3, 13, 0.0807702
89, 3, 3, 15, 0.00045447
89, 3, 3, 17, 0.00067426
89, 3, 3, 19, 3.383e-5
89, 3, 3, 20, 0.014516
89, 3, 3, 26, 0.00013527
89, 3, 3, 28, 5.23e-6
89, 3, 3, 37, 9.0e-6
89, 4, 17, 18, 5.5e-7
89, 4, 19, 20, 6.8e-7
89, 4, 19, 21, 7.71e-6
89, 4, 17, 19, 6.63e-6
89, 4, 18, 20, 1.713e-5
89, 4, 19, 26, 2.88e-6
89, 4, 10, 11, 1.64e-6
89, 4, 19, 37, 3.5e-7
89, 4, 18, 26, 1.95e-6
89, 4, 18, 37, 2.2e-7
89, 4, 16, 21, 6.792e-5
89, 4, 12, 13, 3.46e-6
89, 4, 15, 20, 4.265e-5
89, 4, 15, 21, 2.77e-6
89, 4, 17, 27, 8.2e-7
89, 4, 17, 28, 2.0e-8
89, 4, 12, 14, 4.949e-5
89, 4, 14, 15, 1.483e-5
89, 4, 5, 6, 5.6e-7
89, 4, 14, 16, 0.0003306
89, 4, 10, 12, 4.315e-5
89, 4, 13, 15, 0.00017776
89, 4, 11, 13, 0.00012558
89, 4, 13, 18, 5.144e-5
89, 4, 14, 19, 9.474e-5
89, 4, 13, 19, 6.09e-6
89, 4, 7, 8, 4.4e-6
89, 4, 14, 28, 1.467e-5
89, 4, 12, 17, 6.335e-5
89, 4, 13, 27, 8.4e-6
89, 4, 13, 28, 9.4e-7
89, 4, 7, 9, 9.238e-5
89, 4, 12, 20, 6.22e-6
89, 4, 12, 21, 3.703e-5
89, 4, 11, 17, 2.988e-5
89, 4, 12, 26, 1.19e-5
89, 4, 12, 37, 1.34e-6
89, 4, 11, 20, 8.27e-6
89, 4, 10, 18, 2.988e-5
89, 4, 11, 26, 5.67e-6
89, 4, 5, 7, 4.793e-5
89, 4, 10, 19, 8.21e-6
89, 4, 11, 37, 6.3e-7
89, 4, 10, 27, 5.83e-6
89, 4, 10, 28, 1.85e-6
89, 4, 6, 8, 9.24e-5
89, 4, 8, 11, 0.00060613
89, 4, 9, 12, 0.00136789
89, 4, 8, 12, 5.679e-5
89, 4, 7, 10, 0.00059036
89, 4, 9, 15, 0.0020166
89, 4, 9, 16, 0.03946744
89, 4, 9, 19, 0.0003198
89, 4, 8, 15, 0.01304219
89, 4, 8, 18, 0.00014709
89, 4, 9, 28, 4.452e-5
89, 4, 8, 19, 1.34e-5
89, 4, 7, 13, 0.00028125
89, 4, 7, 14, 0.002127
89, 4, 8, 27, 2.11e-5
89, 4, 8, 28, 1.86e-6
89, 4, 6, 10, 5.501e-5
89, 4, 7, 17, 0.00014127
89, 4, 7, 20, 5.526e-5
89, 4, 7, 21, 0.00042583
89, 4, 7, 26, 2.601e-5
89, 4, 5, 11, 0.00012182
89, 4, 7, 37, 3.33e-6
89, 4, 6, 13, 0.00028114
89, 4, 5, 12, 7.351e-5
89, 4, 6, 17, 1.375e-5
89, 4, 6, 20, 6.125e-5
89, 4, 6, 26, 2.72e-6
89, 4, 6, 37, 2.7e-7
89, 4, 5, 18, 3.079e-5
89, 4, 5, 19, 2.095e-5
89, 4, 5, 27, 5.38e-6
89, 4, 5, 28, 3.52e-6
89, 4, 4, 5, 0.01962589
89, 4, 4, 6, 0.00023857
89, 4, 4, 7, 0.00021629
89, 4, 4, 8, 0.03306979
89, 4, 4, 9, 0.29067791
89, 4, 4, 10, 0.00483686
89, 4, 4, 11, 5.354e-5
89, 4, 4, 12, 5.783e-5
89, 4, 4, 13, 0.00653045
89, 4, 4, 14, 0.05956158
89, 4, 4, 15, 7.343e-5
89, 4, 4, 16, 0.00040664
89, 4, 4, 17, 0.00118179
89, 4, 4, 18, 1.192e-5
89, 4, 4, 19, 1.317e-5
89, 4, 4, 20, 0.00114959
89, 4, 4, 21, 0.0104739
89, 4, 4, 26, 0.00023484
89, 4, 4, 27, 2.03e-6
89, 4, 4, 28, 2.13e-6
89, 4, 4, 37, 2.284e-5
89, 5, 17, 18, 6.3e-7
89, 5, 19, 20, 7.2e-7
89, 5, 19, 21, 8.22e-6
89, 5, 17, 19, 7.49e-6
89, 5, 18, 20, 1.867e-5
89, 5, 19, 26, 3.07e-6
89, 5, 10, 11, 2.91e-6
89, 5, 19, 37, 3.8e-7
89, 5, 18, 26, 2.12e-6
89, 5, 18, 37, 2.4e-7
89, 5, 16, 21, 6.868e-5
89, 5, 12, 13, 4.54e-6
89, 5, 15, 20, 4.826e-5
89, 5, 15, 21, 3.14e-6
89, 5, 17, 27, 9.3e-7
89, 5, 17, 28, 2.0e-8
89, 5, 12, 14, 6.488e-5
89, 5, 14, 15, 1.188e-5
89, 5, 5, 6, 1.046e-5
89, 5, 14, 16, 0.00026495
89, 5, 10, 12, 7.623e-5
89, 5, 13, 15, 0.00016296
89, 5, 11, 13, 0.0001384
89, 5, 13, 18, 4.715e-5
89, 5, 14, 19, 7.592e-5
89, 5, 13, 19, 5.59e-6
89, 5, 7, 8, 8.35e-6
89, 5, 14, 28, 1.176e-5
89, 5, 12, 17, 8.304e-5
89, 5, 13, 27, 7.7e-6
89, 5, 13, 28, 8.6e-7
89, 5, 7, 9, 0.00017527
89, 5, 12, 20, 8.15e-6
89, 5, 12, 21, 4.854e-5
89, 5, 11, 17, 3.293e-5
89, 5, 12, 26, 1.56e-5
89, 5, 12, 37, 1.75e-6
89, 5, 11, 20, 9.11e-6
89, 5, 10, 18, 5.279e-5
89, 5, 11, 26, 6.25e-6
89, 5, 5, 7, 0.00089702
89, 5, 10, 19, 1.45e-5
89, 5, 11, 37, 7.0e-7
89, 5, 10, 27, 1.03e-5
89, 5, 10, 28, 3.27e-6
89, 5, 6, 8, 0.00016361
89, 5, 8, 11, 0.00042085
89, 5, 9, 12, 0.00080182
89, 5, 8, 12, 3.943e-5
89, 5, 7, 10, 0.00112001
89, 5, 9, 15, 0.00118208
89, 5, 9, 16, 0.02313479
89, 5, 9, 19, 0.00018746
89, 5, 8, 15, 0.00905549
89, 5, 8, 18, 0.00010213
89, 5, 9, 28, 2.609e-5
89, 5, 8, 19, 9.3e-6
89, 5, 7, 13, 0.00053358
89, 5, 7, 14, 0.00403525
89, 5, 8, 27, 1.465e-5
89, 5, 8, 28, 1.29e-6
89, 5, 6, 10, 9.741e-5
89, 5, 7, 17, 0.00026802
89, 5, 7, 20, 0.00010484
89, 5, 7, 21, 0.00080786
89, 5, 7, 26, 4.935e-5
89, 5, 5, 11, 0.00227979
89, 5, 7, 37, 6.31e-6
89, 5, 6, 13, 0.00049781
89, 5, 5, 12, 0.0013756
89, 5, 6, 17, 2.435e-5
89, 5, 6, 20, 0.00010845
89, 5, 6, 26, 4.82e-6
89, 5, 6, 37, 4.7e-7
89, 5, 5, 18, 0.00057614
89, 5, 5, 19, 0.00039203
89, 5, 5, 27, 0.00010062
89, 5, 5, 28, 6.581e-5
89, 6, 17, 18, 5.1e-7
89, 6, 19, 20, 6.0e-7
89, 6, 19, 21, 6.86e-6
89, 6, 17, 19, 6.13e-6
89, 6, 18, 20, 1.839e-5
89, 6, 19, 26, 2.56e-6
89, 6, 10, 11, 1.91e-6
89, 6, 19, 37, 3.1e-7
89, 6, 18, 26, 2.09e-6
89, 6, 18, 37, 2.4e-7
89, 6, 16, 21, 5.245e-5
89, 6, 12, 13, 2.91e-6
89, 6, 15, 20, 5.137e-5
89, 6, 15, 21, 3.34e-6
89, 6, 17, 27, 7.6e-7
89, 6, 17, 28, 1.0e-8
89, 6, 12, 14, 4.166e-5
89, 6, 14, 15, 8.01e-6
89, 6, 14, 16, 0.00017856
89, 6, 10, 12, 5.007e-5
89, 6, 13, 15, 0.00024207
89, 6, 11, 13, 0.00032308
89, 6, 13, 18, 7.005e-5
89, 6, 14, 19, 5.117e-5
89, 6, 13, 19, 8.3e-6
89, 6, 7, 8, 1.27e-6
89, 6, 14, 28, 7.92e-6
89, 6, 12, 17, 5.332e-5
89, 6, 13, 27, 1.143e-5
89, 6, 13, 28, 1.28e-6
89, 6, 7, 9, 2.669e-5
89, 6, 12, 20, 5.24e-6
89, 6, 12, 21, 3.116e-5
89, 6, 11, 17, 7.688e-5
89, 6, 12, 26, 1.002e-5
89, 6, 12, 37, 1.13e-6
89, 6, 11, 20, 2.127e-5
89, 6, 10, 18, 3.467e-5
89, 6, 11, 26, 1.459e-5
89, 6, 10, 19, 9.52e-6
89, 6, 11, 37, 1.63e-6
89, 6, 10, 27, 6.76e-6
89, 6, 10, 28, 2.15e-6
89, 6, 6, 8, 0.00155601
89, 6, 8, 11, 0.00131521
89, 6, 9, 12, 0.00029159
89, 6, 8, 12, 0.00012323
89, 6, 7, 10, 0.00017057
89, 6, 9, 15, 0.00042988
89, 6, 9, 16, 0.00841322
89, 6, 9, 19, 6.817e-5
89, 6, 8, 15, 0.02829946
89, 6, 8, 18, 0.00031916
89, 6, 9, 28, 9.49e-6
89, 6, 8, 19, 2.907e-5
89, 6, 7, 13, 8.126e-5
89, 6, 7, 14, 0.00061453
89, 6, 8, 27, 4.577e-5
89, 6, 8, 28, 4.04e-6
89, 6, 6, 10, 0.00092638
89, 6, 7, 17, 4.082e-5
89, 6, 7, 20, 1.597e-5
89, 6, 7, 21, 0.00012303
89, 6, 7, 26, 7.52e-6
89, 6, 7, 37, 9.6e-7
89, 6, 6, 13, 0.00473432
89, 6, 6, 17, 0.0002316
89, 6, 6, 20, 0.0010314
89, 6, 6, 26, 4.583e-5
89, 6, 6, 37, 4.51e-6
89, 7, 17, 18, 4.5e-7
89, 7, 19, 20, 5.8e-7
89, 7, 19, 21, 6.56e-6
89, 7, 17, 19, 5.38e-6
89, 7, 18, 20, 1.413e-5
89, 7, 19, 26, 2.45e-6
89, 7, 10, 11, 1.06e-6
89, 7, 19, 37, 3.0e-7
89, 7, 18, 26, 1.61e-6
89, 7, 18, 37, 1.9e-7
89, 7, 16, 21, 5.814e-5
89, 7, 12, 13, 3.81e-6
89, 7, 15, 20, 3.5e-5
89, 7, 15, 21, 2.27e-6
89, 7, 17, 27, 6.7e-7
89, 7, 17, 28, 1.0e-8
89, 7, 12, 14, 5.45e-5
89, 7, 14, 15, 1.123e-5
89, 7, 14, 16, 0.00025036
89, 7, 10, 12, 2.775e-5
89, 7, 13, 15, 0.00011852
89, 7, 11, 13, 8.376e-5
