"ZZ","II","NN","OO","PP"
83, 4, 7, 14, 0.00189584
83, 4, 6, 10, 5.175e-5
83, 4, 7, 17, 0.00010978
83, 4, 7, 20, 3.585e-5
83, 4, 7, 21, 0.00027518
83, 4, 7, 26, 1.518e-5
83, 4, 5, 11, 8.602e-5
83, 4, 6, 13, 0.00027457
83, 4, 5, 12, 6.402e-5
83, 4, 6, 17, 1.16e-5
83, 4, 6, 20, 4.308e-5
83, 4, 6, 26, 1.61e-6
83, 4, 5, 18, 1.922e-5
83, 4, 5, 19, 1.544e-5
83, 4, 5, 27, 9.1e-7
83, 4, 5, 28, 6.2e-7
83, 4, 4, 5, 0.01635411
83, 4, 4, 6, 0.00017669
83, 4, 4, 7, 0.00015965
83, 4, 4, 8, 0.02860321
83, 4, 4, 9, 0.25188111
83, 4, 4, 10, 0.00372472
83, 4, 4, 11, 3.993e-5
83, 4, 4, 12, 4.118e-5
83, 4, 4, 13, 0.00540263
83, 4, 4, 14, 0.04890932
83, 4, 4, 15, 4.521e-5
83, 4, 4, 16, 0.00025219
83, 4, 4, 17, 0.00081727
83, 4, 4, 18, 8.38e-6
83, 4, 4, 19, 8.77e-6
83, 4, 4, 20, 0.00070684
83, 4, 4, 21, 0.00629773
83, 4, 4, 26, 0.00011328
83, 4, 4, 27, 3.7e-7
83, 4, 4, 28, 3.2e-7
83, 5, 17, 18, 3.7e-7
83, 5, 19, 20, 1.7e-7
83, 5, 19, 21, 1.82e-6
83, 5, 17, 19, 3.02e-6
83, 5, 19, 26, 3.4e-7
83, 5, 18, 20, 5.97e-6
83, 5, 18, 26, 5.1e-7
83, 5, 10, 11, 3.3e-6
83, 5, 16, 21, 1.452e-5
83, 5, 15, 20, 1.054e-5
83, 5, 15, 21, 7.0e-7
83, 5, 17, 27, 7.0e-8
83, 5, 17, 28, 0.0
83, 5, 12, 13, 5.85e-6
83, 5, 12, 14, 7.571e-5
83, 5, 10, 12, 6.032e-5
83, 5, 14, 15, 9.2e-6
83, 5, 14, 16, 0.0001996
83, 5, 5, 6, 1.024e-5
83, 5, 13, 15, 0.00013153
83, 5, 11, 13, 0.00018621
83, 5, 13, 18, 3.133e-5
83, 5, 14, 19, 4.746e-5
83, 5, 13, 19, 4.04e-6
83, 5, 14, 28, 1.44e-6
83, 5, 13, 27, 1.14e-6
83, 5, 13, 28, 1.2e-7
83, 5, 7, 8, 9.02e-6
83, 5, 12, 17, 7.129e-5
83, 5, 7, 9, 0.00016368
83, 5, 11, 17, 4.189e-5
83, 5, 12, 20, 4.81e-6
83, 5, 12, 21, 2.82e-5
83, 5, 12, 26, 9.89e-6
83, 5, 11, 20, 8.46e-6
83, 5, 11, 26, 5.96e-6
83, 5, 10, 18, 3.908e-5
83, 5, 5, 7, 0.00053654
83, 5, 10, 19, 1.447e-5
83, 5, 10, 27, 2.09e-6
83, 5, 10, 28, 7.3e-7
83, 5, 6, 8, 0.00013282
83, 5, 8, 11, 0.00040779
83, 5, 9, 12, 0.00075903
83, 5, 8, 12, 4.05e-5
83, 5, 7, 10, 0.00089212
83, 5, 9, 15, 0.00085878
83, 5, 9, 16, 0.0167826
83, 5, 9, 19, 0.00018243
83, 5, 8, 15, 0.00700678
83, 5, 8, 18, 0.00010011
83, 5, 9, 28, 4.36e-6
83, 5, 8, 19, 1.0e-5
83, 5, 8, 27, 2.81e-6
83, 5, 8, 28, 2.4e-7
83, 5, 7, 13, 0.000434
83, 5, 7, 14, 0.00333684
83, 5, 6, 10, 9.204e-5
83, 5, 7, 17, 0.00019322
83, 5, 7, 20, 6.31e-5
83, 5, 7, 21, 0.00048434
83, 5, 7, 26, 2.672e-5
83, 5, 5, 11, 0.00167191
83, 5, 6, 13, 0.00048831
83, 5, 5, 12, 0.00124441
83, 5, 6, 17, 2.064e-5
83, 5, 6, 20, 7.661e-5
83, 5, 6, 26, 2.87e-6
83, 5, 5, 18, 0.00037351
83, 5, 5, 19, 0.00030014
83, 5, 5, 27, 1.775e-5
83, 5, 5, 28, 1.198e-5
83, 6, 17, 18, 2.8e-7
83, 6, 19, 20, 1.4e-7
83, 6, 19, 21, 1.5e-6
83, 6, 17, 19, 2.33e-6
83, 6, 19, 26, 2.8e-7
83, 6, 18, 20, 5.52e-6
83, 6, 18, 26, 4.7e-7
83, 6, 10, 11, 2.25e-6
83, 6, 16, 21, 1.121e-5
83, 6, 15, 20, 1.071e-5
83, 6, 15, 21, 7.1e-7
83, 6, 17, 27, 5.0e-8
83, 6, 17, 28, 0.0
83, 6, 12, 13, 3.8e-6
83, 6, 12, 14, 4.913e-5
83, 6, 10, 12, 4.12e-5
83, 6, 14, 15, 6.11e-6
83, 6, 14, 16, 0.00013249
83, 6, 13, 15, 0.00017816
83, 6, 11, 13, 0.00031835
83, 6, 13, 18, 4.244e-5
83, 6, 14, 19, 3.15e-5
83, 6, 13, 19, 5.48e-6
83, 6, 14, 28, 9.5e-7
83, 6, 13, 27, 1.55e-6
83, 6, 13, 28, 1.6e-7
83, 6, 7, 8, 1.3e-6
83, 6, 12, 17, 4.627e-5
83, 6, 7, 9, 2.354e-5
83, 6, 11, 17, 7.162e-5
83, 6, 12, 20, 3.12e-6
83, 6, 12, 21, 1.83e-5
83, 6, 12, 26, 6.42e-6
83, 6, 11, 20, 1.447e-5
83, 6, 11, 26, 1.018e-5
83, 6, 10, 18, 2.669e-5
83, 6, 10, 19, 9.88e-6
83, 6, 10, 27, 1.43e-6
83, 6, 10, 28, 5.0e-7
83, 6, 6, 8, 0.00112521
83, 6, 8, 11, 0.00119433
83, 6, 9, 12, 0.0002741
83, 6, 8, 12, 0.0001186
83, 6, 7, 10, 0.00012832
83, 6, 9, 15, 0.00031012
83, 6, 9, 16, 0.00606045
83, 6, 9, 19, 6.588e-5
83, 6, 8, 15, 0.02052121
83, 6, 8, 18, 0.0002932
83, 6, 9, 28, 1.57e-6
83, 6, 8, 19, 2.929e-5
83, 6, 8, 27, 8.22e-6
83, 6, 8, 28, 7.0e-7
83, 6, 7, 13, 6.243e-5
83, 6, 7, 14, 0.00047996
83, 6, 6, 10, 0.00077974
83, 6, 7, 17, 2.779e-5
83, 6, 7, 20, 9.08e-6
83, 6, 7, 21, 6.967e-5
83, 6, 7, 26, 3.84e-6
83, 6, 6, 13, 0.00413682
83, 6, 6, 17, 0.00017483
83, 6, 6, 20, 0.00064899
83, 6, 6, 26, 2.429e-5
83, 7, 17, 18, 2.5e-7
83, 7, 19, 20, 1.3e-7
83, 7, 19, 21, 1.4e-6
83, 7, 17, 19, 2.06e-6
83, 7, 19, 26, 2.6e-7
83, 7, 18, 20, 4.42e-6
83, 7, 18, 26, 3.8e-7
83, 7, 10, 11, 1.24e-6
83, 7, 16, 21, 1.201e-5
83, 7, 15, 20, 7.67e-6
83, 7, 15, 21, 5.1e-7
83, 7, 17, 27, 5.0e-8
83, 7, 17, 28, 0.0
83, 7, 12, 13, 4.83e-6
83, 7, 12, 14, 6.256e-5
83, 7, 10, 12, 2.262e-5
83, 7, 14, 15, 8.58e-6
83, 7, 14, 16, 0.00018613
83, 7, 13, 15, 9.094e-5
83, 7, 11, 13, 8.117e-5
83, 7, 13, 18, 2.166e-5
83, 7, 14, 19, 4.426e-5
83, 7, 13, 19, 2.79e-6
83, 7, 14, 28, 1.34e-6
83, 7, 13, 27, 7.9e-7
83, 7, 13, 28, 8.0e-8
83, 7, 7, 8, 1.48e-5
83, 7, 12, 17, 5.891e-5
83, 7, 7, 9, 0.00026866
83, 7, 11, 17, 1.826e-5
83, 7, 12, 20, 3.98e-6
83, 7, 12, 21, 2.33e-5
83, 7, 12, 26, 8.17e-6
83, 7, 11, 20, 3.69e-6
83, 7, 11, 26, 2.6e-6
83, 7, 10, 18, 1.466e-5
83, 7, 10, 19, 5.43e-6
83, 7, 10, 27, 7.8e-7
83, 7, 10, 28, 2.8e-7
83, 7, 8, 11, 0.00016237
83, 7, 9, 12, 0.00091004
83, 7, 8, 12, 1.612e-5
83, 7, 7, 10, 0.00146431
83, 7, 9, 15, 0.00102964
83, 7, 9, 16, 0.02012155
83, 7, 9, 19, 0.00021872
83, 7, 8, 15, 0.00278989
83, 7, 8, 18, 3.986e-5
83, 7, 9, 28, 5.23e-6
83, 7, 8, 19, 3.98e-6
83, 7, 8, 27, 1.12e-6
83, 7, 8, 28, 9.0e-8
83, 7, 7, 13, 0.00071236
83, 7, 7, 14, 0.00547702
83, 7, 7, 17, 0.00031715
83, 7, 7, 20, 0.00010357
83, 7, 7, 21, 0.00079499
83, 7, 7, 26, 4.385e-5
83, 8, 17, 18, 1.7e-7
83, 8, 19, 20, 9.0e-8
83, 8, 19, 21, 9.7e-7
83, 8, 17, 19, 1.4e-6
83, 8, 19, 26, 1.8e-7
83, 8, 18, 20, 3.53e-6
83, 8, 18, 26, 3.0e-7
83, 8, 10, 11, 1.2e-6
83, 8, 16, 21, 6.72e-6
83, 8, 15, 20, 8.77e-6
83, 8, 15, 21, 5.8e-7
83, 8, 17, 27, 3.0e-8
83, 8, 17, 28, 0.0
83, 8, 12, 13, 1.84e-6
83, 8, 12, 14, 2.381e-5
83, 8, 10, 12, 2.19e-5
83, 8, 14, 15, 3.75e-6
83, 8, 14, 16, 8.138e-5
83, 8, 13, 15, 0.00016424
83, 8, 11, 13, 7.176e-5
83, 8, 13, 18, 3.912e-5
83, 8, 14, 19, 1.935e-5
83, 8, 13, 19, 5.05e-6
83, 8, 14, 28, 5.9e-7
83, 8, 13, 27, 1.43e-6
83, 8, 13, 28, 1.5e-7
83, 8, 12, 17, 2.242e-5
83, 8, 11, 17, 1.614e-5
83, 8, 12, 20, 1.51e-6
83, 8, 12, 21, 8.87e-6
83, 8, 12, 26, 3.11e-6
83, 8, 11, 20, 3.26e-6
83, 8, 11, 26, 2.3e-6
83, 8, 10, 18, 1.419e-5
83, 8, 10, 19, 5.25e-6
83, 8, 10, 27, 7.6e-7
83, 8, 10, 28, 2.7e-7
83, 8, 8, 11, 0.00202959
83, 8, 9, 12, 9.24e-5
83, 8, 8, 12, 0.00020155
83, 8, 9, 15, 0.00010455
83, 8, 9, 16, 0.00204308
83, 8, 9, 19, 2.221e-5
83, 8, 8, 15, 0.03487279
83, 8, 8, 18, 0.00049825
83, 8, 9, 28, 5.3e-7
83, 8, 8, 19, 4.977e-5
83, 8, 8, 27, 1.396e-5
83, 8, 8, 28, 1.18e-6
83, 9, 17, 18, 1.8e-7
83, 9, 19, 20, 1.0e-7
83, 9, 19, 21, 1.01e-6
83, 9, 17, 19, 1.44e-6
83, 9, 19, 26, 1.9e-7
83, 9, 18, 20, 3.18e-6
83, 9, 18, 26, 2.7e-7
83, 9, 10, 11, 1.2e-6
83, 9, 16, 21, 1.004e-5
83, 9, 15, 20, 5.0e-6
83, 9, 15, 21, 3.3e-7
83, 9, 17, 27, 3.0e-8
83, 9, 17, 28, 0.0
83, 9, 12, 13, 1.87e-6
83, 9, 12, 14, 2.421e-5
83, 9, 10, 12, 2.189e-5
83, 9, 14, 15, 8.02e-6
83, 9, 14, 16, 0.00017385
83, 9, 13, 15, 5.557e-5
83, 9, 11, 13, 6.723e-5
83, 9, 13, 18, 1.324e-5
83, 9, 14, 19, 4.134e-5
83, 9, 13, 19, 1.71e-6
83, 9, 14, 28, 1.25e-6
83, 9, 13, 27, 4.8e-7
83, 9, 13, 28, 5.0e-8
83, 9, 12, 17, 2.28e-5
83, 9, 11, 17, 1.513e-5
83, 9, 12, 20, 1.54e-6
83, 9, 12, 21, 9.02e-6
83, 9, 12, 26, 3.16e-6
83, 9, 11, 20, 3.06e-6
83, 9, 11, 26, 2.15e-6
83, 9, 10, 18, 1.418e-5
83, 9, 10, 19, 5.25e-6
83, 9, 10, 27, 7.6e-7
83, 9, 10, 28, 2.7e-7
83, 9, 9, 12, 0.00152409
83, 9, 9, 15, 0.00172439
83, 9, 9, 16, 0.03369872
83, 9, 9, 19, 0.00036631
83, 9, 9, 28, 8.75e-6
83, 10, 17, 18, 4.8e-7
83, 10, 19, 20, 1.2e-7
83, 10, 19, 21, 1.21e-6
83, 10, 17, 19, 3.92e-6
83, 10, 19, 26, 2.3e-7
83, 10, 18, 20, 3.66e-6
83, 10, 18, 26, 3.1e-7
83, 10, 10, 11, 1.785e-5
83, 10, 16, 21, 5.24e-6
83, 10, 15, 20, 3.81e-6
83, 10, 15, 21, 2.5e-7
83, 10, 17, 27, 9.0e-8
83, 10, 17, 28, 0.0
83, 10, 12, 13, 5.88e-6
83, 10, 12, 14, 7.61e-5
83, 10, 10, 12, 0.00032667
83, 10, 14, 15, 3.89e-6
83, 10, 14, 16, 8.439e-5
83, 10, 13, 15, 5.869e-5
83, 10, 11, 13, 0.00017259
83, 10, 13, 18, 1.398e-5
83, 10, 14, 19, 2.006e-5
83, 10, 13, 19, 1.8e-6
83, 10, 14, 28, 6.1e-7
83, 10, 13, 27, 5.1e-7
83, 10, 13, 28, 5.0e-8
83, 10, 12, 17, 7.166e-5
83, 10, 11, 17, 3.883e-5
83, 10, 12, 20, 4.84e-6
83, 10, 12, 21, 2.834e-5
83, 10, 12, 26, 9.94e-6
83, 10, 11, 20, 7.84e-6
83, 10, 11, 26, 5.52e-6
83, 10, 10, 18, 0.00021163
83, 10, 10, 19, 7.834e-5
83, 10, 10, 27, 1.13e-5
83, 10, 10, 28, 3.98e-6
83, 11, 17, 18, 1.8e-7
83, 11, 19, 20, 8.0e-8
83, 11, 19, 21, 8.7e-7
83, 11, 17, 19, 1.47e-6
83, 11, 19, 26, 1.6e-7
83, 11, 18, 20, 4.07e-6
83, 11, 18, 26, 3.5e-7
83, 11, 16, 21, 5.46e-6
83, 11, 15, 20, 6.01e-6
83, 11, 15, 21, 4.0e-7
83, 11, 17, 27, 3.0e-8
83, 11, 17, 28, 0.0
83, 11, 12, 13, 9.3e-7
83, 11, 12, 14, 1.203e-5
83, 11, 14, 15, 1.58e-6
83, 11, 14, 16, 3.417e-5
83, 11, 13, 15, 0.00016673
83, 11, 11, 13, 0.00093897
83, 11, 13, 18, 3.971e-5
83, 11, 14, 19, 8.12e-6
83, 11, 13, 19, 5.12e-6
83, 11, 14, 28, 2.5e-7
83, 11, 13, 27, 1.45e-6
83, 11, 13, 28, 1.5e-7
83, 11, 12, 17, 1.133e-5
83, 11, 11, 17, 0.00021125
83, 11, 12, 20, 7.7e-7
83, 11, 12, 21, 4.48e-6
83, 11, 12, 26, 1.57e-6
83, 11, 11, 20, 4.268e-5
83, 11, 11, 26, 3.003e-5
83, 12, 17, 18, 2.6e-7
83, 12, 19, 20, 1.0e-7
83, 12, 19, 21, 1.07e-6
83, 12, 17, 19, 2.12e-6
83, 12, 19, 26, 2.0e-7
83, 12, 18, 20, 2.93e-6
83, 12, 18, 26, 2.5e-7
83, 12, 16, 21, 6.12e-6
83, 12, 15, 20, 3.15e-6
83, 12, 15, 21, 2.1e-7
83, 12, 17, 27, 5.0e-8
83, 12, 17, 28, 0.0
83, 12, 12, 13, 1.564e-5
83, 12, 12, 14, 0.00020236
83, 12, 14, 15, 7.41e-6
83, 12, 14, 16, 0.00016076
83, 12, 13, 15, 3.363e-5
83, 12, 13, 18, 8.01e-6
83, 12, 14, 19, 3.822e-5
83, 12, 13, 19, 1.03e-6
83, 12, 14, 28, 1.16e-6
83, 12, 13, 27, 2.9e-7
83, 12, 13, 28, 3.0e-8
83, 12, 12, 17, 0.00019055
83, 12, 12, 20, 1.287e-5
83, 12, 12, 21, 7.536e-5
83, 12, 12, 26, 2.644e-5
83, 13, 17, 18, 1.1e-7
83, 13, 19, 20, 6.0e-8
83, 13, 19, 21, 5.9e-7
83, 13, 17, 19, 9.1e-7
83, 13, 19, 26, 1.1e-7
83, 13, 18, 20, 2.31e-6
83, 13, 18, 26, 2.0e-7
83, 13, 16, 21, 3.15e-6
83, 13, 15, 20, 6.65e-6
83, 13, 15, 21, 4.4e-7
83, 13, 17, 27, 2.0e-8
83, 13, 17, 28, 0.0
83, 13, 14, 15, 2.0e-8
83, 13, 14, 16, 4.1e-7
83, 13, 13, 15, 0.00027716
83, 13, 13, 18, 6.602e-5
83, 13, 14, 19, 1.0e-7
83, 13, 13, 19, 8.52e-6
83, 13, 14, 28, 0.0
83, 13, 13, 27, 2.41e-6
83, 13, 13, 28, 2.5e-7
83, 14, 17, 18, 1.3e-7
83, 14, 19, 20, 6.0e-8
83, 14, 19, 21, 6.4e-7
83, 14, 17, 19, 1.08e-6
83, 14, 19, 26, 1.2e-7
83, 14, 18, 20, 1.97e-6
83, 14, 18, 26, 1.7e-7
83, 14, 16, 21, 6.73e-6
83, 14, 15, 20, 2.15e-6
83, 14, 15, 21, 1.4e-7
83, 14, 17, 27, 2.0e-8
83, 14, 17, 28, 0.0
83, 14, 14, 15, 1.146e-5
83, 14, 14, 16, 0.00024852
83, 14, 14, 19, 5.909e-5
83, 14, 14, 28, 1.79e-6
83, 15, 19, 20, 2.0e-8
83, 15, 19, 21, 2.4e-7
83, 15, 19, 26, 5.0e-8
83, 15, 18, 20, 1.4e-6
83, 15, 18, 26, 1.2e-7
83, 15, 15, 20, 7.14e-6
83, 15, 15, 21, 4.7e-7
83, 16, 19, 20, 3.0e-8
83, 16, 19, 21, 3.4e-7
83, 16, 19, 26, 6.0e-8
83, 16, 18, 20, 7.4e-7
83, 16, 18, 26, 6.0e-8
83, 16, 16, 21, 6.88e-6
83, 17, 17, 18, 1.13e-6
83, 17, 19, 20, 7.0e-8
83, 17, 19, 21, 7.7e-7
83, 17, 17, 19, 9.28e-6
83, 17, 19, 26, 1.5e-7
83, 17, 18, 20, 1.11e-6
83, 17, 18, 26, 9.0e-8
83, 17, 17, 27, 2.1e-7
83, 17, 17, 28, 0.0
83, 18, 19, 20, 1.0e-8
83, 18, 19, 21, 7.0e-8
83, 18, 19, 26, 1.0e-8
83, 18, 18, 20, 6.37e-6
83, 18, 18, 26, 5.5e-7
83, 19, 19, 20, 1.1e-7
83, 19, 19, 21, 1.16e-6
83, 19, 19, 26, 2.2e-7
84, 1, 17, 18, 3.5e-7
84, 1, 19, 20, 2.1e-7
84, 1, 19, 21, 2.24e-6
84, 1, 17, 19, 3.02e-6
84, 1, 19, 26, 4.8e-7
84, 1, 18, 20, 7.28e-6
84, 1, 18, 26, 6.8e-7
84, 1, 10, 11, 1.93e-6
84, 1, 16, 21, 1.91e-5
84, 1, 15, 20, 1.434e-5
84, 1, 15, 21, 9.5e-7
84, 1, 17, 27, 1.1e-7
84, 1, 17, 28, 0.0
84, 1, 12, 13, 4.68e-6
84, 1, 12, 14, 6.15e-5
84, 1, 10, 12, 3.737e-5
84, 1, 14, 15, 1.066e-5
84, 1, 14, 16, 0.00023213
84, 1, 5, 6, 4.8e-7
84, 1, 13, 15, 0.00017482
84, 1, 11, 13, 0.00017777
84, 1, 13, 18, 4.269e-5
84, 1, 14, 19, 5.655e-5
84, 1, 13, 19, 5.43e-6
84, 1, 14, 28, 2.76e-6
84, 1, 7, 8, 5.05e-6
84, 1, 13, 27, 2.45e-6
84, 1, 13, 28, 2.6e-7
84, 1, 12, 17, 6.113e-5
84, 1, 7, 9, 9.377e-5
84, 1, 2, 3, 2.8e-7
84, 1, 12, 20, 4.47e-6
84, 1, 11, 17, 4.057e-5
84, 1, 12, 21, 2.631e-5
84, 1, 12, 26, 9.07e-6
84, 1, 11, 20, 8.86e-6
84, 1, 11, 26, 6.18e-6
84, 1, 10, 18, 2.467e-5
84, 1, 5, 7, 2.742e-5
84, 1, 10, 19, 8.72e-6
84, 1, 10, 27, 1.98e-6
84, 1, 10, 28, 6.9e-7
84, 1, 6, 8, 0.0001911
84, 1, 8, 11, 0.00087688
84, 1, 9, 12, 0.00103282
84, 1, 8, 12, 8.648e-5
84, 1, 7, 10, 0.000526
84, 1, 3, 4, 4.3e-6
84, 1, 9, 15, 0.00123263
84, 1, 9, 16, 0.02410034
84, 1, 9, 19, 0.00024379
84, 1, 8, 15, 0.01584569
84, 1, 8, 18, 0.00021546
84, 1, 9, 28, 9.71e-6
84, 1, 8, 19, 2.132e-5
84, 1, 7, 13, 0.00025523
84, 1, 8, 27, 9.7e-6
84, 1, 8, 28, 8.3e-7
84, 1, 7, 14, 0.0019572
84, 1, 6, 10, 0.00012954
84, 1, 7, 17, 0.00011607
84, 1, 2, 4, 8.759e-5
84, 1, 7, 20, 3.95e-5
84, 1, 7, 21, 0.00030379
84, 1, 7, 26, 1.718e-5
84, 1, 5, 11, 8.277e-5
84, 1, 6, 13, 0.00068446
84, 1, 5, 12, 5.968e-5
84, 1, 6, 17, 2.964e-5
84, 1, 6, 20, 0.00011491
84, 1, 6, 26, 4.41e-6
84, 1, 5, 18, 1.882e-5
84, 1, 5, 19, 1.47e-5
84, 1, 5, 27, 1.35e-6
84, 1, 5, 28, 9.1e-7
84, 1, 4, 5, 0.00910707
84, 1, 4, 6, 0.00010102
84, 1, 4, 7, 9.135e-5
84, 1, 4, 8, 0.01592297
84, 1, 4, 9, 0.14013715
84, 1, 3, 5, 0.00278213
84, 1, 4, 10, 0.00211357
84, 1, 4, 11, 2.283e-5
84, 1, 3, 7, 0.00011994
84, 1, 2, 6, 0.00086394
84, 1, 4, 12, 2.37e-5
84, 1, 4, 13, 0.00303175
84, 1, 4, 14, 0.02747496
84, 1, 3, 8, 0.10169792
84, 1, 4, 15, 2.675e-5
84, 1, 4, 16, 0.00014905
84, 1, 4, 17, 0.00047311
84, 1, 2, 7, 0.00090653
84, 1, 4, 18, 4.8e-6
84, 1, 4, 19, 5.08e-6
84, 1, 4, 20, 0.00042196
84, 1, 4, 21, 0.00377671
84, 1, 4, 26, 7.019e-5
84, 1, 4, 27, 3.3e-7
84, 1, 4, 28, 2.9e-7
84, 1, 2, 8, 3.284e-5
84, 1, 2, 9, 4.912e-5
84, 1, 3, 10, 0.00072566
84, 1, 3, 12, 3.387e-5
84, 1, 3, 13, 0.02123304
84, 1, 2, 11, 0.00022473
84, 1, 3, 15, 9.808e-5
84, 1, 3, 17, 0.00016139
84, 1, 3, 19, 7.0e-6
84, 1, 2, 12, 0.0002594
84, 1, 3, 20, 0.00300386
84, 1, 3, 26, 2.435e-5
84, 1, 3, 28, 4.2e-7
84, 1, 2, 13, 5.15e-6
84, 1, 2, 14, 8.18e-6
84, 1, 2, 18, 4.647e-5
84, 1, 2, 19, 5.311e-5
84, 1, 2, 20, 6.9e-7
84, 1, 2, 21, 1.08e-6
84, 1, 2, 27, 3.33e-6
84, 1, 2, 28, 3.26e-6
84, 1, 1, 3, 0.28344875
84, 1, 1, 4, 0.47183758
84, 1, 1, 6, 0.05296275
84, 1, 1, 7, 0.10276991
84, 1, 1, 8, 0.00152239
84, 1, 1, 9, 0.00182179
84, 1, 1, 11, 0.01276989
84, 1, 1, 12, 0.02520788
84, 1, 1, 13, 0.00041386
84, 1, 1, 14, 0.00049497
84, 1, 1, 18, 0.00299139
84, 1, 1, 19, 0.00575316
84, 1, 1, 20, 6.142e-5
84, 1, 1, 21, 7.212e-5
84, 1, 1, 27, 0.00018578
84, 1, 1, 28, 0.00030638
84, 2, 17, 18, 5.0e-7
84, 2, 19, 20, 3.0e-7
84, 2, 19, 21, 3.2e-6
84, 2, 17, 19, 4.39e-6
84, 2, 19, 26, 6.9e-7
84, 2, 18, 20, 1.026e-5
84, 2, 18, 26, 9.5e-7
84, 2, 10, 11, 3.22e-6
84, 2, 16, 21, 2.803e-5
84, 2, 15, 20, 2.011e-5
84, 2, 15, 21, 1.33e-6
84, 2, 17, 27, 1.6e-7
84, 2, 17, 28, 0.0
84, 2, 12, 13, 6.05e-6
84, 2, 12, 14, 7.961e-5
84, 2, 10, 12, 6.24e-5
84, 2, 14, 15, 1.593e-5
84, 2, 14, 16, 0.00034693
84, 2, 5, 6, 1.26e-6
84, 2, 13, 15, 0.00023269
84, 2, 11, 13, 0.00021286
84, 2, 13, 18, 5.681e-5
84, 2, 14, 19, 8.451e-5
84, 2, 13, 19, 7.22e-6
84, 2, 14, 28, 4.13e-6
84, 2, 7, 8, 5.35e-6
84, 2, 13, 27, 3.26e-6
84, 2, 13, 28, 3.5e-7
84, 2, 12, 17, 7.914e-5
84, 2, 7, 9, 9.948e-5
84, 2, 2, 3, 1.198e-5
84, 2, 12, 20, 5.79e-6
84, 2, 11, 17, 4.857e-5
84, 2, 12, 21, 3.406e-5
84, 2, 12, 26, 1.174e-5
84, 2, 11, 20, 1.061e-5
84, 2, 11, 26, 7.39e-6
84, 2, 10, 18, 4.119e-5
84, 2, 5, 7, 7.158e-5
84, 2, 10, 19, 1.457e-5
84, 2, 10, 27, 3.31e-6
84, 2, 10, 28, 1.15e-6
84, 2, 6, 8, 0.0001479
84, 2, 8, 11, 0.00118968
84, 2, 9, 12, 0.00170374
84, 2, 8, 12, 0.00011733
84, 2, 7, 10, 0.00055803
84, 2, 3, 4, 8.0e-7
84, 2, 9, 15, 0.00203334
84, 2, 9, 16, 0.0397557
84, 2, 9, 19, 0.00040216
84, 2, 8, 15, 0.02149809
84, 2, 8, 18, 0.00029231
84, 2, 9, 28, 1.602e-5
84, 2, 8, 19, 2.892e-5
84, 2, 7, 13, 0.00027076
84, 2, 8, 27, 1.316e-5
84, 2, 8, 28, 1.12e-6
84, 2, 7, 14, 0.00207635
84, 2, 6, 10, 0.00010025
84, 2, 7, 17, 0.00012314
84, 2, 2, 4, 0.00370189
84, 2, 7, 20, 4.19e-5
84, 2, 7, 21, 0.00032228
84, 2, 7, 26, 1.822e-5
84, 2, 5, 11, 0.00021605
84, 2, 6, 13, 0.0005297
84, 2, 5, 12, 0.0001558
84, 2, 6, 17, 2.294e-5
84, 2, 6, 20, 8.893e-5
84, 2, 6, 26, 3.41e-6
84, 2, 5, 18, 4.913e-5
84, 2, 5, 19, 3.838e-5
84, 2, 5, 27, 3.54e-6
84, 2, 5, 28, 2.39e-6
84, 2, 4, 5, 0.01174601
84, 2, 4, 6, 0.00013029
84, 2, 4, 7, 0.00011782
84, 2, 4, 8, 0.02053696
84, 2, 4, 9, 0.18074457
84, 2, 3, 5, 0.00051616
84, 2, 4, 10, 0.00272602
84, 2, 4, 11, 2.944e-5
84, 2, 3, 7, 2.225e-5
84, 2, 2, 6, 0.03651292
84, 2, 4, 12, 3.057e-5
84, 2, 4, 13, 0.00391026
84, 2, 4, 14, 0.03543636
84, 2, 3, 8, 0.01886775
84, 2, 4, 15, 3.45e-5
84, 2, 4, 16, 0.00019224
84, 2, 4, 17, 0.00061021
84, 2, 2, 7, 0.03831292
84, 2, 4, 18, 6.2e-6
84, 2, 4, 19, 6.56e-6
84, 2, 4, 20, 0.00054423
84, 2, 4, 21, 0.00487109
84, 2, 4, 26, 9.052e-5
84, 2, 4, 27, 4.2e-7
84, 2, 4, 28, 3.8e-7
84, 2, 2, 8, 0.00138799
84, 2, 2, 9, 0.00207579
84, 2, 3, 10, 0.00013463
84, 2, 3, 12, 6.28e-6
84, 2, 3, 13, 0.00393931
84, 2, 2, 11, 0.00949787
84, 2, 3, 15, 1.82e-5
84, 2, 3, 17, 2.994e-5
84, 2, 3, 19, 1.3e-6
84, 2, 2, 12, 0.01096301
84, 2, 3, 20, 0.0005573
84, 2, 3, 26, 4.52e-6
84, 2, 3, 28, 8.0e-8
84, 2, 2, 13, 0.00021779
84, 2, 2, 14, 0.0003456
84, 2, 2, 18, 0.00196419
84, 2, 2, 19, 0.00224479
84, 2, 2, 20, 2.895e-5
84, 2, 2, 21, 4.574e-5
84, 2, 2, 27, 0.00014058
84, 2, 2, 28, 0.00013765
84, 3, 17, 18, 3.5e-7
84, 3, 19, 20, 2.1e-7
84, 3, 19, 21, 2.22e-6
84, 3, 17, 19, 3.02e-6
84, 3, 19, 26, 4.8e-7
84, 3, 18, 20, 7.67e-6
84, 3, 18, 26, 7.1e-7
